SR. NO.,District,Taluka,Village Name
4717,Pune,Sirur,Pimple Jagatap
4718,Pune,Sirur,Vajevadi
4719,Pune,Sirur,Karandi
4720,Pune,Sirur,Doksangvi
4721,Pune,Sirur,Sikrapur
4722,Pune,Sirur,Rautvadi
4723,Pune,Sirur,Mukhai
4724,Pune,Sirur,Jategoan Br
4725,Pune,Sirur,Jategoan Kr
4726,Pune,Sirur,Nimgoan Malungi
4727,Pune,Sirur,Parodi
4728,Pune,Sirur,Takalihaji
4729,Pune,Sirur,Malvadi
4730,Pune,Sirur,Sablevadi
4731,Pune,Sirur,Mhase Br
4732,Pune,Sirur,Dongargan
4733,Pune,Sirur,Fafte
4734,Pune,Sirur,Vadner Kr
4735,Pune,Sirur,Chandoh
4736,Pune,Sirur,Jambut
4737,Pune,Sirur,Saradvadi
4738,Pune,Sirur,Pimparkhed
4739,Pune,Sirur,Katapur Kr
4740,Pune,Sirur,Amanabad
4741,Pune,Sirur,Nimgaon Dude
4742,Pune,Sirur,Ravdevadi
4743,Pune,Ambegoan,Loni
4744,Pune,Ambegoan,Vadgoan Pir
4745,Pune,Ambegoan,Mandadevadi
4746,Pune,Ambegoan,Dhamni
4747,Pune,Ambegoan,Pahaddara
4748,Pune,Ambegoan,Sirdale
4749,Nashik,Nandgoan,Nandgone
4750,Nashik,Nandgoan,Girnanaga
4751,Nashik,Nandgoan,Gangadhari
4752,Nashik,Nandgoan,Hinganvadi
4753,Nashik,Nandgoan,Shriramvadi
4754,Nashik,Nandgoan,Malharvadi
4755,Nashik,Nandgoan,Krantinagar
4756,Nashik,Nandgoan,Fulenagar
4757,Nashik,Nandgoan,Dehagone
4758,Nashik,Nandgoan,Morzhar
4759,Nashik,Nandgoan,Pokhari
4760,Nashik,Nandgoan,Tandulavadi
4761,Nashik,Nandgoan,Bangone Br
4762,Nashik,Nandgoan,Bangone Kr
4763,Nashik,Nandgoan,Takali Br
4764,Nashik,Nandgoan,Takali Kr
4765,Nashik,Nandgoan,Vadali Kr
4766,Nashik,Nandgoan,Vadali Br
4767,Nashik,Nandgoan,Soyagone
4768,Nashik,Nandgoan,Khidi
4769,Nashik,Nandgoan,Bhavari
4770,Nashik,Nandgoan,Mandavad
4771,Nashik,Nandgoan,Azadnagar
4772,Nashik,Nandgoan,Laximinagar
4773,Nashik,Nandgoan,Manmad
4774,Nashik,Nandgoan,Vanzarvadi
4775,Nashik,Nandgoan,Satane
4776,Nashik,Nandgoan,Anakavade
4777,Nashik,Nandgoan,Malegone
4778,Nashik,Nandgoan,Narayangone
4779,Nashik,Nandgoan,Ghadagevadi
4780,Nashik,Nandgoan,Karhi
4781,Nashik,Nandgoan,Ekvai
4782,Nashik,Nandgoan,Vehalagone
4783,Nashik,Nandgoan,Kalamdari
4784,Nashik,Nandgoan,Malgav
4785,Nashik,Nandgoan,Amode
4786,Nashik,Nandgoan,Barole
4787,Nashik,Nandgoan,Mangalhane
4788,Nashik,Nandgoan,Sakore
4789,Nashik,Nandgoan,Navin Panzan
4790,Nashik,Nandgoan,Bhabulvadi
4791,Nashik,Nandgoan,Doctorvadi
4792,Nashik,Nandgoan,Palasi
4793,Nashik,Nandgoan,Savargone
4794,Nashik,Nandgoan,Muldongari
4795,Nashik,Nandgoan,Jamdari
4796,Nashik,Nandgoan,Talvade
4797,Nashik,Nandgoan,Nyaydongari
4798,Nashik,Nandgoan,Birole
4799,Nashik,Nandgoan,Hisaval Bru
4800,Nashik,Nandgoan,Hisaval Kru
4801,Nashik,Nandgoan,Dhotane Kr.
4802,Nashik,Nandgoan,Bejgav
4803,Nashik,Nandgoan,Hirenagar
4804,Nashik,Nandgoan,Shashrinagar
4805,Nashik,Nandgoan,Bhalura
4806,Nashik,Nandgoan,Lohashinave
4807,Nashik,Nandgoan,Mohegav
4808,Nashik,Nandgoan,Panevadi
4809,Nashik,Nandgoan,Nagapur
4810,Nashik,Nandgoan,Dhotane Br.
4811,Nashik,Nandgoan,Panzardev
4812,Nashik,Nandgoan,Vakhari
4813,Nashik,Nandgoan,Piprale
4814,Nashik,Nandgoan,Kondhar
4815,Nashik,Nandgoan,Asatgav
4816,Nashik,Nandgoan,Khadgav
4817,Nashik,Nandgoan,Dhaner
4818,Nashik,Nandgoan,Bhardi
4819,Nashik,Nandgoan,Nandur
4820,Nashik,Nandgoan,Parekarvadi
4821,Nashik,Nandgoan,Dahel
4822,Nashik,Nandgoan,Boygav
4823,Nashik,Nandgoan,Navsari
4824,Nashik,Nandgoan,Jategav
4825,Nashik,Nandgoan,Vasantnagar
4826,Nashik,Nandgoan,Chandanpuri
4827,Nashik,Nandgoan,Ghondegav
4828,Nashik,Nandgoan,Bolthan
4829,Nashik,Nandgoan,Javalaki
4830,Nashik,Nandgoan,Rohile Br
4831,Nashik,Nandgoan,Dheku Kr
4832,Nashik,Nandgoan,Dheku Br
4833,Nashik,Nandgoan,Kusumtel
4834,Nashik,Nandgoan,Londare
4835,Nashik,Nandgoan,Kasare
4836,Nashik,Nandgoan,Manikpuj
4837,Nashik,Nandgoan,Ganeshnagar
4838,Nashik,Nandgoan,Kasabkhede
4839,Nashik,Nandgoan,Pohi
4840,Nashik,Nandgoan,Jalagav Kr
4841,Nashik,Nandgoan,Jalagav Br
4842,Nashik,Nandgoan,Chinchvihir
4843,Nashik,Nandgoan,Pimparkhed
4844,Nashik,Nandgoan,Chandore
4845,Nashik,Nandgoan,Rankhede
4846,Nashik,Nandgoan,Pardhadi
4847,Nashik,Nandgoan,Piprihaveli
4848,Nashik,Nandgoan,Hingave Dehare
4849,Nashik,Niphad,Aurangpur
4850,Nashik,Niphad,Bhendali
4851,Nashik,Niphad,Mahajanpur
4852,Nashik,Niphad,Shrirampur
4853,Nashik,Niphad,Talvade
4854,Nashik,Niphad,Pimpalgone Nipani
4855,Nashik,Sinnar,Vavi
4856,Nashik,Sinnar,Piparvadi
4857,Nashik,Sinnar,Sayale
4858,Nashik,Sinnar,Mirgoan
4859,Nashik,Sinnar,Maldhon
4860,Nashik,Sinnar,Kahandalvadi
4861,Nashik,Sinnar,Fulenagar
4862,Nashik,Sinnar,Dhotevadi
4863,Nashik,Sinnar,Dusangvadi
4864,Nashik,Sinnar,Pangari Br
4865,Nashik,Sinnar,Pangari Kr
4866,Nashik,Sinnar,Mitsagare
4867,Nashik,Sinnar,Marahal Br
4868,Nashik,Sinnar,Marahal Kr
4869,Nashik,Sinnar,Suregoan
4870,Nashik,Sinnar,Gulapur
4871,Nashik,Sinnar,Devpur
4872,Nashik,Sinnar,Dharangoan
4873,Nashik,Sinnar,Faradapur
4874,Nashik,Sinnar,Vadagali
4875,Nashik,Sinnar,Kandagli
4876,Nashik,Sinnar,Chodi
4877,Nashik,Sinnar,Kirtagli
4878,Nashik,Sinnar,Nimgoan Devopur
4879,Nashik,Sinnar,Eklahare
4880,Nashik,Sinnar,Khopadi Br
4881,Nashik,Sinnar,Khopadi Kr
4882,Nashik,Sinnar,Khambale
4883,Nashik,Sinnar,Bhokani
4884,Nashik,Sinnar,Nimgoan Sinnar
4885,Nashik,Sinnar,Gulvanch
4886,Nashik,Sinnar,Kepanagar
4887,Nashik,Sinnar,Sivragoan
4888,Nashik,Sinnar,Komalvadi
4889,Nashik,Sinnar,Sinnar
4890,Nashik,Sinnar,Maparvadi
4891,Nashik,Sinnar,Musalgoan
4892,Nashik,Sinnar,Gurevadi
4893,Nashik,Sinnar,Kadevadi Madre
4894,Nashik,Sinnar,Kundevadi Mouze
4895,Nashik,Sinnar,Naygoan
4896,Nashik,Sinnar,Jongaltembhi
4897,Nashik,Sinnar,Songiri
4898,Nashik,Sinnar,Bramanvade
4899,Nashik,Sinnar,Jaygoan
4900,Nashik,Sinnar,Deshvandi
4901,Nashik,Sinnar,Vadzire
4902,Nashik,Sinnar,Malegoan
4903,Nashik,Sinnar,Baragoan Pimpri
4904,Nashik,Sinnar,Patpimpari
4905,Nashik,Sinnar,Datali
4906,Nashik,Sinnar,Sahapur
4907,Nashik,Sinnar,Kedapur
4908,Nashik,Sinnar,Dubare
4909,Nashik,Sinnar,Krushananagar
4910,Nashik,Sinnar,Aatkavade
4911,Nashik,Sinnar,Manegoan
4912,Nashik,Sinnar,Dhodaviranagar
4913,Nashik,Sinnar,Patole
4914,Nashik,Sinnar,Ramnagar
4915,Nashik,Sinnar,Vadagoan Sinnar
4916,Nashik,Sinnar,Sharinagar
4917,Nashik,Sinnar,Bhatvadi
4918,Nashik,Sinnar,Thangav
4919,Nashik,Sinnar,Aatvadi
4920,Nashik,Sinnar,Ashapur
4921,Nashik,Sinnar,Hivare
4922,Nashik,Sinnar,Pimpale
4923,Nashik,Sinnar,Padali
4924,Nashik,Sinnar,Nandurshingote
4925,Nashik,Sinnar,Dhodi Br
4926,Nashik,Sinnar,Dhodi Kr
4927,Nashik,Sinnar,Kankori
4928,Nashik,Sinnar,Manori
4929,Nashik,Sinnar,Nirale
4930,Nashik,Sinnar,Fattepur
4931,Nashik,Sinnar,Dapur
4932,Nashik,Sinnar,Gonde
4933,Nashik,Sinnar,Sivajinagar
4934,Nashik,Sinnar,Dattanagar
4935,Nashik,Sinnar,Chapdagoan
4936,Nashik,Sinnar,Dulvad
4937,Nashik,Sinnar,Sonevadi
4938,Nashik,Sinnar,Chas
4939,Nashik,Sinnar,Nalvadi
4940,Nashik,Sinnar,Kasarvadi
4941,Nashik,Sinnar,Shaha
4942,Nashik,Sinnar,Rampur
4943,Nashik,Sinnar,Bhartpur
4944,Nashik,Sinnar,Laxmanpur
4945,Nashik,Sinnar,Karvadi
4946,Nashik,Sinnar,Somthane
4947,Nashik,Sinnar,Sangavi
4948,Nashik,Sinnar,Mendhi
4949,Nashik,Sinnar,Dahivadi
4950,Nashik,Sinnar,Ujani
4951,Nashik,Sinnar,Mahajanpur
4952,Nashik,Sinnar,Panchale
4953,Nashik,Sinnar,Pimpalgoan
4954,Nashik,Sinnar,Shrirampur
4955,Nashik,Sinnar,Pathare Br
4956,Nashik,Sinnar,Pathre Kr
4957,Nashik,Sinnar,Varegoan
4958,Nashik,Sinnar,Kolgoan Ma
4959,Nashik,Sinnar,Pandurli
4960,Nashik,Sinnar,Vinchurdalavi
4961,Nashik,Sinnar,Sa.Ma. Nagar
4962,Nashik,Sinnar,Paste
4963,Nashik,Sinnar,Sharadvadi
4964,Nashik,Sinnar,Jamgoan
4965,Nashik,Sinnar,Chincholi
4966,Nashik,Sinnar,Vadgoan Pingala
4967,Nashik,Sinnar,Moh
4968,Nashik,Sinnar,Mohadari
4969,Nashik,Sinnar,Jpnagar
4970,Nashik,Sinnar,Sonambe
4971,Nashik,Sinnar,Konambe
4972,Nashik,Sinnar,Sonari
4973,Nashik,Sinnar,Shivande
4974,Nashik,Sinnar,Ghorvad
4975,Nashik,Sinnar,Borkhind
4976,Nashik,Sinnar,Aagaskind
4977,Nashik,Sinnar,Belu
4978,Nashik,Sinnar,Audhevadi
4979,Nashik,Sinnar,Dhondbar
4980,Nashik,Sinnar,Harsule
4981,Nashik,Sinnar,Chandrapur
4982,Nashik,Sinnar,Khaprale
4983,Nashik,Yeola,Nagsul
4984,Nashik,Yeola,Vaibhothi
4985,Nashik,Yeola,Kolgaoan
4986,Nashik,Yeola,Rendale
4987,Nashik,Yeola,Nyaykhede Br
4988,Nashik,Yeola,Nyaykhede Kr
4989,Nashik,Yeola,Rajapur
4990,Nashik,Yeola,Mamdapur
4991,Nashik,Yeola,Panhalsathe
4992,Nashik,Yeola,Somthanjosh
4993,Nashik,Yeola,Lahit
4994,Nashik,Yeola,Jaydare
4995,Nashik,Yeola,Ahervadi
4996,Nashik,Yeola,Khidisate
4997,Nashik,Yeola,Pimpalkuthetisare
4998,Nashik,Yeola,Vadgoan Vahlle
4999,Nashik,Yeola,Matulthan
5000,Nashik,Yeola,Saygoan
5001,Nashik,Yeola,Dhamangoan
5002,Nashik,Yeola,Pazavade
5003,Nashik,Yeola,Yevala
5004,Nashik,Yeola,Agangoan
5005,Nashik,Yeola,Undirvade
5006,Nashik,Yeola,Komtgoan
5007,Nashik,Yeola,Paregoan
5008,Nashik,Yeola,Bhatgoan
5009,Nashik,Yeola,Bhabulgoan Br
5010,Nashik,Yeola,Bhabulgoan Kr
5011,Nashik,Yeola,Antarveli
5012,Nashik,Yeola,Savargoan
5013,Nashik,Yeola,Gopalvadi
5014,Nashik,Yeola,Tandulavadi
5015,Nashik,Yeola,Dhankavadi
5016,Nashik,Yeola,Kasarkhede
5017,Nashik,Yeola,Kairgavhan
5018,Nashik,Yeola,Devrgoan
5019,Nashik,Yeola,Gorakhnagar
5020,Nashik,Yeola,Balapur
5021,Nashik,Yeola,Visapur
5022,Nashik,Yeola,Katrani
5023,Nashik,Yeola,Dhamode
5024,Nashik,Yeola,Ganeshpur
5025,Nashik,Yeola,Nandur
5026,Nashik,Yeola,Kusmadei
5027,Nashik,Yeola,Naygavan
5028,Nashik,Yeola,Hadap Savrgoan
5029,Nashik,Yeola,Kusur
5030,Nashik,Yeola,Chandgoan
5031,Nashik,Yeola,Aankai
5032,Nashik,Yeola,Vasantnagar
5033,Nashik,Yeola,Savkhed
5034,Nashik,Yeola,Patoda
5035,Nashik,Yeola,Aadgoan Repale
5036,Nashik,Yeola,Vikharni
5037,Nashik,Yeola,Murmi
5038,Nashik,Yeola,Gujarkhede
5039,Nashik,Yeola,Thangoan
5040,Nashik,Yeola,Kandi
5041,Nashik,Yeola,Pipri
5042,Nashik,Yeola,Lavki Sirsgoan
5043,Nashik,Yeola,Valdgoan
5044,Nashik,Yeola,Somthandesh
5045,Nashik,Yeola,Ambegoan
5046,Nashik,Yeola,Pimpalgoan Lep
5047,Nashik,Yeola,Javulake
5048,Nashik,Yeola,Satare
5049,Nashik,Yeola,Dehagoan Dul
5050,Nashik,Yeola,Rayate
5051,Nashik,Yeola,Andarsul
5052,Nashik,Yeola,Bhaykhede
5053,Nashik,Yeola,Bhulegoan
5054,Nashik,Yeola,Talvade
5055,Nashik,Yeola,Angulgoan
5056,Nashik,Yeola,Dongargoan
5057,Nashik,Yeola,Pimpalkuthe Kr
5058,Nashik,Yeola,Vaghal
5059,Nashik,Yeola,Pimpalkuthe Kr
5060,Nashik,Yeola,Aadsuregoan
5061,Nashik,Yeola,Bharam
5062,Nashik,Yeola,Rahadi
5063,Nashik,Yeola,Kolam Br
5064,Nashik,Yeola,Kolam Kr
5065,Nashik,Yeola,Kharvandi
5066,Nashik,Yeola,Devdari
5067,Nashik,Yeola,Belegoan
5068,Nashik,Yeola,Nagade
5069,Nashik,Yeola,Pimpalgoan Jalal
5070,Nashik,Yeola,Nandesar
5071,Nashik,Yeola,Kotamgoan Kr
5072,Nashik,Yeola,Aadgoan Chothava
5073,Nashik,Yeola,Chinchodi Br
5074,Nashik,Yeola,Chinchodi Kr
5075,Nashik,Yeola,Badapur
5076,Nashik,Yeola,Satali
5077,Nashik,Yeola,Dulgav
5078,Nashik,Yeola,Dhanore
5079,Nashik,Yeola,Ankute
5080,Nashik,Yeola,Dehagoan Patoda
5081,Nashik,Yeola,Sirgoan Looki
5082,Nashik,Yeola,Nilkhede
5083,Nashik,Yeola,Jalgoan Nevur
5084,Nashik,Yeola,Purngoan
5085,Nashik,Yeola,Nevurgoan
5086,Nashik,Yeola,Sevge
5087,Nashik,Yeola,Erandgoan Br
5088,Nashik,Yeola,Erandgoan Kr
5089,Nashik,Yeola,Deshmane Br
5090,Nashik,Yeola,Deshmane Kr
5091,Nashik,Yeola,Manori
5092,Nashik,Yeola,Mukhed
5093,Nashik,Yeola,Satyagoan
5094,Nashik,Yeola,Nimgoan Madh
5095,Nashik,Yeola,Mahalkheda Cha
5096,Nashik,Yeola,Mahalkheda Patoda
5097,Nashik,Yeola,Bhingare
5098,Nashik,Yeola,Gavandgoan
5099,Nashik,Yeola,Bokate
5100,Nashik,Yeola,Devlane
5101,Nashik,Yeola,Dugalgoan
5102,Nashik,Yeola,Khamgoan
5103,Nashik,Yeola,Devthan
5104,Nashik,Yeola,Suregoan Rastha
5105,Nashik,Yeola,Kothakheda
5106,Nashik,Yeola,Garkhede
5107,Nashik,Malegaon,Malegaon
5108,Nashik,Malegaon,Malegaon Camp
5109,Nashik,Malegaon,Soygaon
5110,Nashik,Malegaon,Bhaygaon
5111,Nashik,Malegaon,Sangameshwar
5112,Nashik,Malegaon,Maldhe
5113,Nashik,Malegaon,Koulane Ni.
5114,Nashik,Malegaon,Warane
5115,Nashik,Malegaon,Waranepada
5116,Nashik,Malegaon,Nagaon Di.
5117,Nashik,Malegaon,Sonaj
5118,Nashik,Malegaon,Shirsundi
5119,Nashik,Malegaon,Sawarkarwadi
5120,Nashik,Malegaon,Erandgaon
5121,Nashik,Malegaon,Zadi
5122,Nashik,Malegaon,Jalgaon Ni
5123,Nashik,Malegaon,Kalewadi
5124,Nashik,Malegaon,Chondi
5125,Nashik,Malegaon,Ghodegaon
5126,Nashik,Malegaon,Ghodegaon Chouki
5127,Nashik,Malegaon,Mehune
5128,Nashik,Malegaon,Jardi Br.
5129,Nashik,Malegaon,Sayne Br.
5130,Nashik,Malegaon,Daregaon
5131,Nashik,Malegaon,Sawandgaon
5132,Nashik,Malegaon,Sayanekhrud
5133,Nashik,Malegaon,Manke
5134,Nashik,Malegaon,Dahikudate
5135,Nashik,Malegaon,Jalku
5136,Nashik,Malegaon,Gigaon
5137,Nashik,Malegaon,Dahiwad
5138,Nashik,Malegaon,Bhode
5139,Nashik,Malegaon,Dasane
5140,Nashik,Malegaon,Khadki
5141,Nashik,Malegaon,Hatane
5142,Nashik,Malegaon,Lonwade
5143,Nashik,Malegaon,Yasgaon Br.
5144,Nashik,Malegaon,Yasgaon Kr.
5145,Nashik,Malegaon,Nimgaon Kr
5146,Nashik,Malegaon,Jardi Kr.
5147,Nashik,Malegaon,Chandanpuri
5148,Nashik,Malegaon,Dabhadi
5149,Nashik,Malegaon,Pimpalgaon
5150,Nashik,Malegaon,Jalgaon (Ga)
5151,Nashik,Malegaon,Aadhar Br
5152,Nashik,Malegaon,Belgaon
5153,Nashik,Malegaon,Dawleshr
5154,Nashik,Malegaon,Rawalgaon
5155,Nashik,Malegaon,Dunde
5156,Nashik,Malegaon,Ajang
5157,Nashik,Malegaon,Kashti
5158,Nashik,Malegaon,Nilgavaon
5159,Nashik,Malegaon,Talwade
5160,Nashik,Malegaon,Pandrugan
5161,Nashik,Malegaon,Malgaon
5162,Nashik,Malegaon,Nimgule Br
5163,Nashik,Malegaon,Nimgule Kr
5164,Nashik,Malegaon,Dubgule
5165,Nashik,Malegaon,Sakuri Ni
5166,Nashik,Malegaon,Jeuar
5167,Nashik,Malegaon,Pathardi
5168,Nashik,Malegaon,Nimbayati
5169,Nashik,Malegaon,Jatpade
5170,Nashik,Malegaon,Choukatpade
5171,Nashik,Malegaon,Nimgaon
5172,Nashik,Malegaon,Ajande Br
5173,Nashik,Malegaon,Anande Kr
5174,Nashik,Malegaon,Masurpade
5175,Nashik,Malegaon,Bhuigaon
5176,Nashik,Malegaon,Gilane
5177,Nashik,Malegaon,Khayade
5178,Nashik,Malegaon,Kalwadi
5179,Nashik,Malegaon,Dapure
5180,Nashik,Malegaon,Deoghat
5181,Nashik,Malegaon,Sakur
5182,Nashik,Malegaon,Chincgavan
5183,Nashik,Malegaon,Nardane
5184,Nashik,Malegaon,Umbarade
5185,Nashik,Malegaon,Shirul
5186,Nashik,Malegaon,Hiswad
5187,Nashik,Malegaon,Padalde
5188,Nashik,Malegaon,Saytarpade
5189,Nashik,Malegaon,Roze
5190,Nashik,Malegaon,Malangaon
5191,Nashik,Malegaon,Khelane
5192,Nashik,Malegaon,Sitane
5193,Nashik,Malegaon,Rojane
5194,Nashik,Malegaon,Karanjgawan
5195,Nashik,Malegaon,Kukane
5196,Nashik,Malegaon,Kakrale
5197,Nashik,Malegaon,Wanpat
5198,Nashik,Malegaon,Tingari
5199,Nashik,Malegaon,Dahidi
5200,Nashik,Malegaon,Wadgaon
5201,Nashik,Malegaon,Dhane
5202,Nashik,Malegaon,Wanjirkhede
5203,Nashik,Malegaon,Dabale
5204,Nashik,Malegaon,Lendane
5205,Nashik,Malegaon,Wadel
5206,Nashik,Malegaon,Galne
5207,Nashik,Malegaon,Lule
5208,Nashik,Malegaon,Nagzari
5209,Nashik,Malegaon,Soudane
5210,Nashik,Malegaon,Patne
5211,Nashik,Malegaon,Wake
5212,Nashik,Malegaon,Nangaon Br
5213,Nashik,Malegaon,Nangaon Kr
5214,Nashik,Malegaon,Aaghar Kr
5215,Nashik,Malegaon,Chincawad
5216,Nashik,Malegaon,Takali
5217,Nashik,Malegaon,Manjare
5218,Nashik,Malegaon,Mungase
5219,Nashik,Malegaon,Tehare
5220,Nashik,Malegaon,Wadner
5221,Nashik,Malegaon,Sawatawadi
5222,Nashik,Malegaon,Khakurdi
5223,Nashik,Malegaon,Mordar
5224,Nashik,Malegaon,Tipe
5225,Nashik,Malegaon,Walwade
5226,Nashik,Malegaon,Walwadi
5227,Nashik,Malegaon,Nimshewdi
5228,Nashik,Malegaon,Pohane
5229,Nashik,Malegaon,Kajwade
5230,Nashik,Malegaon,Rampura
5231,Nashik,Malegaon,Garegaon
5232,Nashik,Malegaon,Virane
5233,Nashik,Malegaon,Chincwe Ga
5234,Nashik,Malegaon,Garwad
5235,Nashik,Malegaon,Astane
5236,Nashik,Malegaon,Kandhane
5237,Nashik,Malegaon,Tokade
5238,Nashik,Malegaon,Mohpada
5239,Nashik,Malegaon,Rajmane
5240,Nashik,Malegaon,Lakhani
5241,Nashik,Malegaon,Chikalohal
5242,Nashik,Malegaon,Dewarpade
5243,Nashik,Malegaon,Nali
5244,Nashik,Malegaon,Sedurni
5245,Nashik,Malegaon,Bhirkot
5246,Nashik,Malegaon,Palasdar
5247,Nashik,Malegaon,Sajwahal
5248,Nashik,Malegaon,Ghanegaon
5249,Nashik,Malegaon,Dongrale
5250,Nashik,Malegaon,Kaiilane Ga
5251,Nashik,Malegaon,Bhardenagar
5252,Nashik,Kalwan,Mehdar
5253,Nashik,Kalwan,Wadale
5254,Nashik,Kalwan,Machi Ghodap
5255,Nashik,Kalwan,Narul
5256,Nashik,Kalwan,Kanherwadi
5257,Nashik,Kalwan,Mulane W.
5258,Nashik,Kalwan,Tiral Kr.
5259,Nashik,Kalwan,Tiral Br.
5260,Nashik,Kalwan,Desgaon
5261,Nashik,Kalwan,Bedipada
5262,Nashik,Kalwan,Sadledigar
5263,Nashik,Kalwan,Mohmukh
5264,Nashik,Kalwan,Ambudi Br.
5265,Nashik,Kalwan,Ambudi Kr
5266,Nashik,Kalwan,Chincore
5267,Nashik,Kalwan,Mohandari
5268,Nashik,Kalwan,Bordawait
5269,Nashik,Kalwan,Sukapur
5270,Nashik,Kalwan,Wadpada
5271,Nashik,Kalwan,Khirad
5272,Nashik,Kalwan,Palasdar
5273,Nashik,Kalwan,Mohpada
5274,Nashik,Kalwan,Lingame
5275,Nashik,Kalwan,Aamdar
5276,Nashik,Kalwan,Wadale H.
5277,Nashik,Kalwan,Deoli K
5278,Nashik,Kalwan,Bilwadi
5279,Nashik,Kalwan,Jamle V
5280,Nashik,Kalwan,Nanduri
5281,Nashik,Kalwan,Devali V
5282,Nashik,Kalwan,Daregaon V
5283,Nashik,Kalwan,Wadi Br
5284,Nashik,Kalwan,Aasoli
5285,Nashik,Kalwan,Patvihir
5286,Nashik,Kalwan,Karambhel B
5287,Nashik,Kalwan,Karambhel H
5288,Nashik,Kalwan,Khadkwan
5289,Nashik,Kalwan,Werule
5290,Nashik,Kalwan,Ambapur
5291,Nashik,Kalwan,Shingashi
5292,Nashik,Kalwan,Bhakurde
5293,Nashik,Kalwan,Jamle Ha
5294,Nashik,Kalwan,Bapkheda
5295,Nashik,Kalwan,Dhanoli
5296,Nashik,Kalwan,Shepupada
5297,Nashik,Kalwan,Jirwade H
5298,Nashik,Kalwan,Kumsadi
5299,Nashik,Kalwan,Virshet
5300,Nashik,Kalwan,Chapapada
5301,Nashik,Kalwan,Dalwat
5302,Nashik,Kalwan,Bhandne H
5303,Nashik,Kalwan,Shivbhandne
5304,Nashik,Kalwan,Jaydar
5305,Nashik,Kalwan,Punegaon
5306,Nashik,Kalwan,Khadki
5307,Nashik,Kalwan,Koswan
5308,Nashik,Kalwan,Katare Digar
5309,Nashik,Kalwan,Pratapnagar
5310,Nashik,Kalwan,Sule
5311,Nashik,Kalwan,Lakhani
5312,Nashik,Kalwan,Khardedigar
5313,Nashik,Kalwan,Suple Digar
5314,Nashik,Kalwan,Punadnagar
5315,Nashik,Kalwan,Umbrade
5316,Nashik,Kalwan,Himve
5317,Nashik,Kalwan,Dekhale
5318,Nashik,Kalwan,Gopalkhadi
5319,Nashik,Kalwan,Balapur
5320,Nashik,Kalwan,Jamlepale
5321,Nashik,Kalwan,Tatani
5322,Nashik,Kalwan,Daregaon H
5323,Nashik,Kalwan,Shrungarwadi
5324,Nashik,Kalwan,Kosurde
5325,Nashik,Kalwan,Jamshet
5326,Nashik,Deola,Deola
5327,Nashik,Deola,Matane
5328,Nashik,Deola,Warwandi
5329,Nashik,Deola,Wajgaon
5330,Nashik,Deola,Rameshwar
5331,Nashik,Deola,Gunjalnagar
5332,Nashik,Deola,Khdewa
5333,Nashik,Deola,Warshi
5334,Nashik,Deola,Hanumantpada
5335,Nashik,Deola,Kankapur
5336,Nashik,Deola,Kanchane
5337,Nashik,Deola,Sheri
5338,Nashik,Deola,Wadale W.
5339,Nashik,Deola,Wakhari
5340,Nashik,Deola,Bhilwad
5341,Nashik,Deola,Kapshi
5342,Nashik,Deola,Bhawade
5343,Nashik,Deola,Subhashnagar
5344,Nashik,Deola,Lohner
5345,Nashik,Deola,Vithewadi
5346,Nashik,Deola,Bhahur
5347,Nashik,Deola,Khamkeda
5348,Nashik,Deola,Sawki(L)
5349,Nashik,Deola,Malwadi
5350,Nashik,Deola,Kr.Malwadi
5351,Nashik,Deola,Satwaiwadi
5352,Nashik,Deola,Mahalapatne
5353,Nashik,Deola,Deopurpade
5354,Nashik,Deola,Nimbala
5355,Nashik,Deola,Khalap
5356,Nashik,Deola,Wasol
5357,Nashik,Deola,Phulenagar
5358,Nashik,Deola,Umbrane
5359,Nashik,Deola,M.Puhlenagar
5360,Nashik,Deola,Warhale
5361,Nashik,Deola,Chincwe (Ni)
5362,Nashik,Deola,Sangwi
5363,Nashik,Deola,Kumbhade
5364,Nashik,Deola,Girnare
5365,Nashik,Deola,Tisgaon
5366,Nashik,Deola,Dahiwad
5367,Nashik,Deola,Ramnagar
5368,Nashik,Deola,Pimpalgaon
5369,Nashik,Deola,Khadaktale
5370,Nashik,Deola,Meshi
5371,Nashik,Deola,Dongargaon
5372,Nashik,Chandwad,Dighavad
5373,Nashik,Chandwad,Dahiwad
5374,Nashik,Chandwad,Urdhul
5375,Nashik,Chandwad,Kanjisangwi
5376,Nashik,Chandwad,Sonisangwi
5377,Nashik,Chandwad,Koltek
5378,Nashik,Chandwad,Pate
5379,Nashik,Chandwad,Pimplad
5380,Nashik,Chandwad,Hirapur
5381,Nashik,Chandwad,Devargaon
5382,Nashik,Chandwad,Hivarkhede
5383,Nashik,Chandwad,Nanawe
5384,Nashik,Chandwad,Nimgaon
5385,Nashik,Chandwad,Bhatgaon
5386,Nashik,Chandwad,Parsul
5387,Nashik,Chandwad,Narayangaon
5388,Nashik,Chandwad,Chandwad
5389,Nashik,Chandwad,Rahud
5390,Nashik,Chandwad,Wadbare
5391,Nashik,Chandwad,Nandurtek
5392,Nashik,Chandwad,Rajderwadi
5393,Nashik,Chandwad,Indraywadi
5394,Nashik,Chandwad,Manglur
5395,Nashik,Chandwad,Bharwir
5396,Nashik,Chandwad,Devgaon
5397,Nashik,Chandwad,Shivajinagar
