SR. NO.,District,Taluka,Village Name
4008,Jalna,Jafrabad,Wadhona
4009,Jalna,Jafrabad,Nivdhunga
4010,Jalna,Jafrabad,Tapovan Godhan
4011,Jalna,Jafrabad,Dahigaon
4012,Jalna,Jafrabad,Savangi
4013,Jalna,Jafrabad,Davargaon
4014,Jalna,Jafrabad,Devalegavhan
4015,Jalna,Jalna,Nagewadi
4016,Jalna,Jalna,Borkhedi
4017,Jalna,Jalna,Jamwadi
4018,Jalna,Jalna,Panshendra
4019,Jalna,Jalna,Wadewadi
4020,Jalna,Jalna,Manegaon Jahangir
4021,Jalna,Jalna,Solgvhan
4022,Jalna,Jalna,Pokhari Shindkhed
4023,Jalna,Jalna,Bapkal
4024,Jalna,Jalna,Kakda
4025,Jalna,Jalna,Pomanaiktanda
4026,Jalna,Jalna,Mohadi
4027,Jalna,Jalna,Savangi Talan
4028,Jalna,Jalna,Salegaon Near
4029,Jalna,Jalna,Sevali
4030,Jalna,Jalna,Kharati
4031,Jalna,Jalna,Warkheda Ner
4032,Jalna,Jalna,Sevali
4033,Jalna,Jalna,Kharati
4034,Jalna,Jalna,Warkheda Ner
4035,Jalna,Jalna,Palaskheda
4036,Jalna,Jalna,Kailasnagar
4037,Jalna,Jalna,Pashta
4038,Jalna,Jalna,Savargaon Bhagde
4039,Jalna,Jalna,Bibi
4040,Jalna,Jalna,Rathodnagar
4041,Jalna,Jalna,Ukhadi
4042,Jalna,Jalna,Kahmbegaon
4043,Jalna,Jalna,Dhara
4044,Jalna,Jalna,Pokhari Shindkhed
4045,Jalna,Jalna,Workhed Shindkhed
4046,Jalna,Jalna,Malshendra
4047,Jalna,Jalna,Patratanda
4048,Jalna,Jalna,Aahankardeolgaon
4049,Jalna,Jalna,Tandulwadi Khu.
4050,Jalna,Jalna,Shri Krishnanagar
4051,Jalna,Jalna,Khnepur
4052,Jalna,Jalna,Wakhari
4053,Jalna,Jalna,Jaitapur
4054,Jalna,Jalna,Dambari
4055,Jalna,Jalna,Karla
4056,Jalna,Jalna,Ner
4057,Jalna,Jalna,Bhnunaiktanda
4058,Jalna,Jalna,Dhagi
4059,Jalna,Jalna,Sambhusavrgaon
4060,Jalna,Jalna,Antarwala Si.
4061,Jalna,Jalna,Nipanipokhari
4062,Jalna,Jalna,Nagapur
4063,Jalna,Jalna,Erandvadgaon
4064,Jalna,Jalna,Kolawadi
4065,Jalna,Jalna,Borgaon
4066,Jalna,Jalna,Daregaon Ner
4067,Jalna,Jalna,Pimpalwadi
4068,Jalna,Jalna,Sonedev
4069,Jalna,Jalna,Shivani
4070,Jalna,Jalna,Babarpokhri
4071,Jalna,Jalna,Shivanagar
4072,Jalna,Jalna,Padrud
4073,Jalna,Jalna,Kumbhephal Sindkh
4074,Jalna,Jalna,Gondegaon
4075,Jalna,Jalna,Navha
4076,Jalna,Jalna,Malegaon
4077,Jalna,Jalna,Dhara
4078,Jalna,Jalna,Jalna
4079,Jalna,Jalna,Nidhona
4080,Jalna,Jalna,Ambedkarwadi
4081,Jalna,Jalna,Dhanewadi
4082,Jalna,Jalna,Gholapangri
4083,Jalna,Jalna,Ganeshnagar
4084,Jalna,Jalna,Wathan Bu.
4085,Jalna,Jalna,Samngaon
4086,Jalna,Jalna,Kumbhephal Bu.
4087,Jalna,Jalna,Antarwala
4088,Jalna,Jalna,Gavlipokhari
4089,Jalna,Jalna,Sirswadi
4090,Jalna,Jalna,Dregaon
4091,Jalna,Jalna,Indegaon
4092,Jalna,Jalna,Pirpimpalgaon
4093,Jalna,Jalna,Bhatkheda
4094,Jalna,Jalna,Tatewadi
4095,Jalna,Jalna,Deomurti
4096,Jalna,Jalna,Gundewadi
4097,Jalna,Jalna,Rohanwadi
4098,Jalna,Jalna,Khrpudi
4099,Jalna,Jalna,Londhyachiwadi
4100,Jalna,Jalna,Sarvadi
4101,Jalna,Jalna,Pachanwadgaon
4102,Jalna,Jalna,Kachrewadi
4103,Jalna,Jalna,Pokalwadgaon
4104,Jalna,Jalna,Revagaon
4105,Jalna,Jalna,Bethalam
4106,Jalna,Jalna,Bhatepuri
4107,Jalna,Jalna,Wanadgaon
4108,Jalna,Jalna,Dudhnakalegaon
4109,Jalna,Jalna,Tandulwadi Bu.
4110,Jalna,Jalna,Malipimpalgaon
4111,Jalna,Jalna,Hatban
4112,Jalna,Jalna,Thergaon
4113,Jalna,Jalna,Hisvan Khu.
4114,Jalna,Jalna,Hisvan Bu.
4115,Jalna,Jalna,Islamwadi
4116,Jalna,Jalna,Punegaon
4117,Jalna,Jalna,Ramnagar
4118,Jalna,Jalna,Salegaon
4119,Jalna,Jalna,Sawargaon Hadp
4120,Jalna,Jalna,Hadp
4121,Jalna,Jalna,Moujpuri
4122,Jalna,Jalna,Dhodegaon
4123,Jalna,Jalna,Nirkheda
4124,Jalna,Jalna,Motigavhan
4125,Jalna,Jalna,Somnath
4126,Jalna,Jalna,Jalgaon
4127,Jalna,Jalna,Bhilpuri Khu.
4128,Jalna,Jalna,Bajiumrad
4129,Jalna,Jalna,Bajiumradtanda
4130,Jalna,Jalna,Brahmankheda
4131,Jalna,Jalna,Sidhikalegaon
4132,Jalna,Jalna,Magrewadi
4133,Jalna,Jalna,Rammurti
4134,Jalna,Jalna,Manegaon Khalsa
4135,Jalna,Jalna,Ganeshpur
4136,Jalna,Jalna,Paragaon
4137,Jalna,Jalna,Pirkalyan
4138,Jalna,Jalna,Viregaon
4139,Jalna,Jalna,Chitaliputali
4140,Jalna,Jalna,Ghetuli
4141,Jalna,Jalna,Vazar
4142,Jalna,Jalna,Kavtha
4143,Jalna,Jalna,Shevga
4144,Jalna,Jalna,Sarvadi Ner
4145,Jalna,Jalna,Mamdabad
4146,Jalna,Jalna,Utavad
4147,Jalna,Jalna,Khodepuri
4148,Jalna,Jalna,Pipmridukari
4149,Jalna,Jalna,Hivra-Roshangaon
4150,Jalna,Jalna,Hastepimpalgaon
4151,Jalna,Jalna,Ghodegaon
4152,Jalna,Jalna,Dhanora
4153,Jalna,Jalna,Pahegaon
4154,Jalna,Jalna,Dahiphal
4155,Jalna,Jalna,Hibardi
4156,Jalna,Jalna,Takrvan
4157,Jalna,Jalna,Nasdgaon
4158,Jalna,Jalna,Raigvhan
4159,Jalna,Jalna,Umari
4160,Jalna,Jalna,Waghul Jhangir
4161,Jalna,Jalna,Inadalkarwadi
4162,Jalna,Jalna,Wanzar Umrad
4163,Jalna,Jalna,Warud
4164,Jalna,Jalna,Kadvanchi
4165,Jalna,Jalna,Wadgaon
4166,Jalna,Jalna,Dharklyan
4167,Jalna,Jalna,Nandapur
4168,Jalna,Jalna,Dhavandi
4169,Jalna,Mantha,Mantha
4170,Jalna,Mantha,Gevrai
4171,Jalna,Mantha,Tokwadi
4172,Jalna,Mantha,Umarkhed
4173,Jalna,Mantha,Taltondi
4174,Jalna,Mantha,Murumkheda
4175,Jalna,Mantha,Helas
4176,Jalna,Mantha,Helaswadi
4177,Jalna,Mantha,Pandhurna
4178,Jalna,Mantha,Pimparkheda Khrabe
4179,Jalna,Mantha,Jatkheda
4180,Jalna,Mantha,Savrgaon Vayal
4181,Jalna,Mantha,Kehalwdgaon
4182,Jalna,Mantha,Dahiphal Khandare
4183,Jalna,Mantha,Garteki
4184,Jalna,Mantha,Khoradsavangi
4185,Jalna,Mantha,Maltondi
4186,Jalna,Mantha,Padali Dhuda
4187,Jalna,Mantha,Kirtapur Tanda
4188,Jalna,Mantha,Pangra Gaddhe
4189,Jalna,Mantha,Ramtitirth
4190,Jalna,Mantha,Ambhodakadam
4191,Jalna,Mantha,Wadgaon Sarhad
4192,Jalna,Mantha,Shirpur
4193,Jalna,Mantha,Incha
4194,Jalna,Mantha,Vazarsarkade
4195,Jalna,Mantha,Pokhari Kendhale
4196,Jalna,Mantha,Tupa
4197,Jalna,Mantha,Kirala
4198,Jalna,Mantha,Limbkheda
4199,Jalna,Mantha,Jambharun
4200,Jalna,Mantha,Uswad
4201,Jalna,Mantha,Ambhora Shelke
4202,Jalna,Mantha,Pewa / Malsawangi
4203,Jalna,Mantha,Chikhali
4204,Jalna,Mantha,Arda Tolaji
4205,Jalna,Mantha,Kathala Bu.
4206,Jalna,Mantha,Kankodi
4207,Jalna,Mantha,Dhodipimpalgaon
4208,Jalna,Mantha,Mosa
4209,Jalna,Mantha,Vaidyabadgaon
4210,Jalna,Mantha,Ambora Janhagir
4211,Jalna,Mantha,Mahora
4212,Jalna,Mantha,Belora
4213,Jalna,Mantha,Palaskheda
4214,Jalna,Mantha,Limbona
4215,Jalna,Mantha,Barbada
4216,Jalna,Mantha,Daha
4217,Jalna,Mantha,Kokrasa
4218,Jalna,Mantha,Pangri Khu.
4219,Jalna,Mantha,Malkini
4220,Jalna,Mantha,Doksal
4221,Jalna,Mantha,Wadegaon
4222,Jalna,Mantha,Wadhoda Tanda
4223,Jalna,Mantha,Meskheda
4224,Jalna,Mantha,Pakni
4225,Jalna,Mantha,Deogaon Khawane
4226,Jalna,Mantha,Ganespur
4227,Jalna,Mantha,Talegaon
4228,Jalna,Mantha,Garteki Tanda
4229,Jalna,Mantha,Malsawangi
4230,Jalna,Mantha,Naygaon
4231,Jalna,Mantha,Kirtapur Tanda
4232,Jalna,Mantha,Kingkheda
4233,Jalna,Mantha,Pangri Bu.
4234,Jalna,Mantha,Talni
4235,Jalna,Mantha,Kandi
4236,Jalna,Mantha,Takalkhopa
4237,Jalna,Mantha,Kokramba
4238,Jalna,Mantha,Bhuvan
4239,Jalna,Mantha,Waghada
4240,Jalna,Mantha,Dudha
4241,Jalna,Mantha,Saskheda
4242,Jalna,Mantha,Hanuwantkheda
4243,Jalna,Mantha,Deothan Uswad
4244,Jalna,Mantha,Andhwadi
4245,Jalna,Mantha,Khorwad / Mohdari
4246,Jalna,Mantha,Mohdari
4247,Jalna,Mantha,Pnagri Gosawi
4248,Jalna,Mantha,Lawani
4249,Jalna,Mantha,Kanthala Khu.
4250,Jalna,Mantha,Wai
4251,Jalna,Mantha,Gulkhand
4252,Jalna,Mantha,Gulkhandtanda
4253,Jalna,Mantha,Pokhari Takle
4254,Jalna,Mantha,Warud
4255,Jalna,Mantha,Shivangiri
4256,Jalna,Mantha,Erandeshwar
4257,Jalna,Mantha,Thengewadgaon
4258,Jalna,Mantha,Hiwarkheda
4259,Jalna,Mantha,Jaipur
4260,Jalna,Mantha,Malegaon
4261,Jalna,Mantha,Naygaon
4262,Jalna,Mantha,Karnawal
4263,Jalna,Mantha,Khadi Adda
4264,Jalna,Mantha,Ranmala
4265,Jalna,Mantha,Aad Khari
4266,Jalna,Mantha,Patoda Bu.
4267,Jalna,Mantha,Limbe Wadgaon
4268,Jalna,Mantha,Vidoli Bu.
4269,Jalna,Mantha,Hatwan
4270,Jalna,Mantha,Kedar Wakdi
4271,Jalna,Mantha,Gopegaon
4272,Jalna,Mantha,Deothana Mantha
4273,Jalna,Mantha,Virgawhan
4274,Jalna,Mantha,Brhmnath Tanda
4275,Jalna,Mantha,Kendhadi
4276,Jalna,Mantha,Patoda Khu..
4277,Jalna,Mantha,Wanjola
4278,Jalna,Mantha,Vidoli Khu.
4279,Jalna,Mantha,Mansi
4280,Jalna,Mantha,Chandeshwar
4281,Jalna,Mantha,Mangrul
4282,Jalna,Mantha,Awalgaon
4283,Jalna,Mantha,Sonunknrwadi
4284,Jalna,Mantha,Waturtanda
4285,Jalna,Mantha,Akani
4286,Jalna,Partur,Pimplkheda
4287,Jalna,Partur,Edlapur
4288,Jalna,Partur,Waghadi
4289,Jalna,Partur,Ashti
4290,Jalna,Partur,Hastur Tanda
4291,Jalna,Partur,Wadarwadi
4292,Jalna,Partur,Dhonwadi
4293,Jalna,Partur,Antarbala
4294,Jalna,Partur,Anandgaon
4295,Jalna,Partur,Kankawadi
4296,Jalna,Partur,Sekanpuri
4297,Jalna,Partur,Sawangiganga
4298,Jalna,Partur,Fulwadi
4299,Jalna,Partur,Brahmanwadi
4300,Jalna,Partur,Pimpli Dhamangaon
4301,Jalna,Partur,Satara
4302,Jalna,Partur,Satona Khu.
4303,Jalna,Partur,Hodegaon
4304,Jalna,Partur,Angalgaon
4305,Jalna,Partur,Ganeshpur
4306,Jalna,Partur,Salgaon
4307,Jalna,Partur,Takli Rangopanth
4308,Jalna,Partur,Pimprula
4309,Jalna,Partur,Mapegaon Bu.
4310,Jalna,Partur,Rani Wahegaon
4311,Jalna,Partur,Karhala
4312,Jalna,Partur,Partwadi
4313,Jalna,Partur,Daithana Bu.
4314,Jalna,Partur,Pandepokhari
4315,Jalna,Partur,Suramgaon
4316,Jalna,Partur,Khandwiwadi
4317,Jalna,Partur,Daithana Bu.
4318,Jalna,Partur,Mav
4319,Jalna,Partur,Sigone
4320,Jalna,Partur,Hatdi
4321,Jalna,Partur,Andwadi
4322,Jalna,Partur,Partur
4323,Jalna,Partur,Nandra
4324,Jalna,Partur,Brahmwadgaon
4325,Jalna,Partur,Masla
4326,Jalna,Partur,Babai
4327,Jalna,Partur,Walkheda
4328,Jalna,Partur,Aakoli
4329,Jalna,Partur,Dhokmal Tanda
4330,Jalna,Partur,Kokate Hadgoan
4331,Jalna,Partur,Bahegaon (So)
4332,Jalna,Partur,Loni Khu.
4333,Jalna,Partur,Palsi
4334,Jalna,Partur,Golegaon
4335,Jalna,Partur,Changatpuri
4336,Jalna,Partur,Landakdari
4337,Jalna,Partur,Raigawan
4338,Jalna,Partur,Likhipimpri
4339,Jalna,Partur,Sawargaon Bu.
4340,Jalna,Partur,Banachiwadi
4341,Jalna,Partur,Deola
4342,Jalna,Partur,Shelgaon
4343,Jalna,Partur,Hanwadi
4344,Jalna,Partur,Satona Bu.
4345,Jalna,Partur,Revalgaon
4346,Jalna,Partur,Usmanpur
4347,Jalna,Partur,Torna
4348,Jalna,Partur,Mapegaon Khu.
4349,Jalna,Partur,Padali
4350,Jalna,Partur,Lingasa
4351,Jalna,Partur,Shrisahti
4352,Jalna,Partur,Shrisahti Tanda
4353,Jalna,Partur,Aswangaon
4354,Jalna,Partur,Khadwiwadi
4355,Jalna,Partur,Bahegaon Shrisahti
4356,Jalna,Partur,Ptoda Mav
4357,Jalna,Partur,Venora
4358,Jalna,Partur,Soyanja
4359,Jalna,Partur,Shirasgaon
4360,Jalna,Partur,Rampur
4361,Jalna,Partur,Bamba
4362,Jalna,Partur,Ekrukha
4363,Jalna,Partur,Kawjawla
4364,Jalna,Partur,Dolhara
4365,Jalna,Partur,Shewga
4366,Jalna,Partur,Shelwada
4367,Jalna,Partur,Bamni
4368,Jalna,Partur,Warfalwadi
4369,Jalna,Partur,Firojabad
4370,Jalna,Partur,Babultara
4371,Jalna,Partur,Wadona
4372,Jalna,Partur,Shridharjawala
4373,Jalna,Partur,Koregaon
4374,Jalna,Partur,Rohini Khu.
4375,Jalna,Partur,Khadki
4376,Jalna,Partur,Warfal
4377,Jalna,Partur,Chincholi
4378,Jalna,Partur,Watur
4379,Jalna,Partur,Dahifal Bongani
4380,Jalna,Partur,Kandari
4381,Jalna,Partur,Vaijoda
4382,Jalna,Partur,Rohini Bu.
4383,Jalna,Partur,Nagpur
4384,Pune,Baramati,Rui
4385,Pune,Baramati,Vanjarvadi
4386,Pune,Baramati,Saval
4387,Pune,Baramati,Kanheri
4388,Pune,Baramati,Devulvadi
4389,Pune,Baramati,Chaudharvadi
4390,Pune,Baramati,Kanadvadi
4391,Pune,Baramati,Lonibhapakar
4392,Pune,Baramati,Malvadi
4393,Pune,Baramati,Saybachivadi
4394,Pune,Baramati,Palasichivadi
4395,Pune,Baramati,Masalvadi
4396,Pune,Baramati,Mudhale
4397,Pune,Baramati,Jalakevadi
4398,Pune,Baramati,Dhakale
4399,Pune,Baramati,Khamgalvadi
4400,Pune,Baramati,Karhavagaj
4401,Pune,Baramati,Anjangoan
4402,Pune,Baramati,Jahagoan K.P.
4403,Pune,Baramati,Bhilllarvadi
4404,Pune,Baramati,Karhati
4405,Pune,Baramati,Morgoan
4406,Pune,Baramati,Modhave
4407,Pune,Baramati,Umbaraodha
4408,Pune,Baramati,Murthi
4409,Pune,Baramati,Moralvadi
4410,Pune,Baramati,Aambi Br
4411,Pune,Baramati,Aambi Kr
4412,Pune,Baramati,Jogvadi
4413,Pune,Baramati,Tardoli
4414,Pune,Baramati,Baburdi
4415,Pune,Baramati,Serevadi
4416,Pune,Baramati,Supa
4417,Pune,Baramati,Dandvadi
4418,Pune,Baramati,Pansarevadi
4419,Pune,Baramati,Kalkairevadi
4420,Pune,Baramati,Chandgudevadi
4421,Pune,Baramati,Kandukhairevadi
4422,Pune,Baramati,Bhodavivadi
4423,Pune,Baramati,Kutalvadi
4424,Pune,Baramati,Jalgoan Supe
4425,Pune,Baramati,Devulgoan Rasal
4426,Pune,Baramati,Vadhane
4427,Pune,Baramati,Narohi
4428,Pune,Baramati,Karkhel
4429,Pune,Baramati,Kharadevadi
4430,Pune,Baramati,Undavdi Supe
4431,Pune,Baramati,Kololi
4432,Pune,Baramati,Undavadi K.P.
4433,Pune,Baramati,Jaradvadi
4434,Pune,Baramati,Sonvadi Supe
4435,Pune,Baramati,Shisrsufal
4436,Pune,Baramati,Sablevadi
4437,Pune,Baramati,Gadikhel
4438,Pune,Baramati,Tandulvadi
4439,Pune,Baramati,Katafal
4440,Pune,Baramati,Jainkavadi
4441,Pune,Baramati,Barhanpur
4442,Pune,Baramati,Neptavalan
4443,Pune,Baramati,Gojubabi
4444,Pune,Baramati,Savantvadi
4445,Pune,Baramati,Parvadi
4446,Pune,Baramati,Nibodi
4447,Pune,Bhor,Kabare Khuba
4448,Pune,Bhor,Karandi Khuba
4449,Pune,Bhor,Pande
4450,Pune,Bhor,Savrdare
4451,Pune,Bhor,Bhogavali
4452,Pune,Daund,Hinganigada
4453,Pune,Daund,Jiregoan
4454,Pune,Daund,Kusegoan
4455,Pune,Daund,Pandharevadi
4456,Pune,Daund,Roti
4457,Pune,Daund,Vasunde
4458,Pune,Daund,Chincholi
4459,Pune,Daund,Kauthadi
4460,Pune,Daund,Nandadevi
4461,Pune,Daund,Baratgoan
4462,Pune,Daund,Boriyendi
4463,Pune,Daund,Dalimb
4464,Pune,Daund,Tamhanvadi
4465,Pune,Daund,Devulgavgada
4466,Pune,Daund,Khor
4467,Pune,Daund,Pimpalachivadi
4468,Pune,Daund,Padavi
4469,Pune,Daund,Bhondgoan
4470,Pune,Daund,Dapodi
4471,Pune,Daund,Kutbav
4472,Pune,Daund,Vakhari
4473,Pune,Daund,Khadaki
4474,Pune,Daund,Lonarvadi
4475,Pune,Daund,Ravangoan
4476,Pune,Haveli,Urulikanchan
4477,Pune,Haveli,Vagholi
4478,Pune,Haveli,Keshnand
4479,Pune,Haveli,Aavhalvadi
4480,Pune,Haveli,Lonikand
4481,Pune,Haveli,Bakori
4482,Pune,Haveli,Bhavadi
4483,Pune,Haveli,Vadebolai
4484,Pune,Haveli,Bivari
4485,Pune,Haveli,Shirsavadi
4486,Pune,Haveli,Murkutenagar
4487,Pune,Haveli,Vavadevadi
4488,Pune,Haveli,Valati
4489,Pune,Haveli,Naygoan
4490,Pune,Haveli,Vadaki
4491,Pune,Haveli,Aautadehondevadi
4492,Pune,Haveli,Holakarvadi
4493,Pune,Indapur,Lamjevadi
4494,Pune,Indapur,Nirgude
4495,Pune,Indapur,Mhasobachivadi
4496,Pune,Indapur,Akole
4497,Pune,Indapur,Vaysevadi
4498,Pune,Indapur,Loni Devakar
4499,Pune,Indapur,Balpudi
4500,Pune,Indapur,Pithevadi
4501,Pune,Indapur,Nirnimgoan
4502,Pune,Indapur,Chakati
4503,Pune,Indapur,Pandharvadi
4504,Pune,Indapur,Bandshinge
4505,Pune,Indapur,Nimgoanketaki
4506,Pune,Indapur,Kacharvadi
4507,Pune,Indapur,Vyahahi
4508,Pune,Indapur,Kotali
4509,Pune,Indapur,Kadabanvadi
4510,Pune,Indapur,Thotatvadi
4511,Pune,Indapur,Maradevadi
4512,Pune,Indapur,Nibodi
4513,Pune,Indapur,Lakadi
4514,Pune,Indapur,Kazad
4515,Pune,Indapur,Shindevadi
4516,Pune,Junnar,Bhelha
4517,Pune,Junnar,Yadavavadi
4518,Pune,Junnar,Gulunchvadi
4519,Pune,Junnar,Bangagvadi
4520,Pune,Junnar,Gunjalvadi
4521,Pune,Junnar,Ranmala
4522,Pune,Junnar,Tambevadi
4523,Pune,Junnar,Unchakhadakvadi
4524,Pune,Junnar,Nalavane
4525,Pune,Junnar,Rajuri
4526,Pune,Junnar,Aane
4527,Pune,Junnar,Anandvadi
4528,Pune,Junnar,Shindevadi
4529,Pune,Junnar,Pemdara
4530,Pune,Junnar,Padirvadi
4531,Pune,Junnar,Jambulpat
4532,Pune,Junnar,Navalevadi
4533,Pune,Khed,Kanersar
4534,Pune,Khed,Pur
4535,Pune,Khed,Javulake Kr
4536,Pune,Khed,Bafgoan
4537,Pune,Khed,Javulake Br
4538,Pune,Khed,Chinchabaivadi
4539,Pune,Khed,Varude
4540,Pune,Khed,Choudarvadi
4541,Pune,Khed,Gadakvadi
4542,Pune,Khed,Vakalvadi
4543,Pune,Khed,Gulani
4544,Pune,Khed,Gosasi
4545,Pune,Khed,Davadi
4546,Pune,Khed,Shidhegavan
4547,Pune,Khed,Chinchosi
4548,Pune,Khed,Khalchi Bhaburvadi
4549,Pune,Khed,Dhorevadi
4550,Pune,Khed,Jaidavadi
4551,Pune,Purandhar,Sasvad
4552,Pune,Purandhar,Aambodi
4553,Pune,Purandhar,Dhalevadi
4554,Pune,Purandhar,Bhosalevadi
4555,Pune,Purandhar,Pandeshor
4556,Pune,Purandhar,Javlajrun
4557,Pune,Purandhar,Mavadi K.P
4558,Pune,Purandhar,Rajevadi
4559,Pune,Purandhar,Aambale
4560,Pune,Purandhar,Gurale
4561,Pune,Purandhar,Vaghapur
4562,Pune,Purandhar,Malsiras
4563,Pune,Purandhar,Tekavadi
4564,Pune,Purandhar,Paunde
4565,Pune,Purandhar,Naygoan
4566,Pune,Purandhar,Rajuri
4567,Pune,Purandhar,Rise
4568,Pune,Purandhar,Pise
4569,Pune,Purandhar,Pisave
4570,Pune,Purandhar,Mavadi Supe
4571,Pune,Purandhar,Khalad
4572,Pune,Purandhar,Belasar
4573,Pune,Purandhar,Nilunj
4574,Pune,Purandhar,Kumbharvlan
4575,Pune,Purandhar,Khanvdi
4576,Pune,Purandhar,Pargoaan
4577,Pune,Purandhar,Singapur
4578,Pune,Purandhar,Dive
4579,Pune,Purandhar,Pawarvadi
4580,Pune,Purandhar,Jadhavvadi
4581,Pune,Purandhar,Zendevadi
4582,Pune,Purandhar,Kalevadi
4583,Pune,Purandhar,Soneri
4584,Pune,Purandhar,Vanpuri
4585,Pune,Purandhar,Udachivadi
4586,Pune,Purandhar,Chanbali
4587,Pune,Purandhar,Hirave
4588,Pune,Purandhar,Bopgoan
4589,Pune,Purandhar,Bhivri
4590,Pune,Purandhar,Patharvadi
4591,Pune,Purandhar,Aksharvadi
4592,Pune,Purandhar,Bhivadi
4593,Pune,Purandhar,Garade
4594,Pune,Purandhar,Thapevadi
4595,Pune,Purandhar,Varvdi
4596,Pune,Purandhar,Somurdi
4597,Pune,Purandhar,Kodit Kr
4598,Pune,Purandhar,Kodit Br
4599,Pune,Purandhar,Pur
4600,Pune,Purandhar,Pokhar
4601,Pune,Purandhar,Supe Kr
4602,Pune,Purandhar,Panvadi
4603,Pune,Purandhar,Ketkaval
4604,Pune,Purandhar,Devadi
4605,Pune,Purandhar,Kumbhosi
4606,Pune,Purandhar,Valha
4607,Pune,Purandhar,Jejuri
4608,Pune,Purandhar,Kolvihire
4609,Pune,Purandhar,Navali
4610,Pune,Purandhar,Daundaj
4611,Pune,Purandhar,Rakh
4612,Pune,Purandhar,Pingori
4613,Pune,Purandhar,Pimpari
4614,Pune,Purandhar,Ekhatpur
4615,Pune,Purandhar,Mujvadi
4616,Pune,Purandhar,Valunj Sakurde
4617,Pune,Purandhar,Sivari
4618,Pune,Purandhar,Tkrarvadi
4619,Pune,Purandhar,Parinche
4620,Pune,Purandhar,Hrini
4621,Pune,Purandhar,Vir
4622,Pune,Purandhar,Thodal
4623,Pune,Purandhar,Mahur
4624,Pune,Purandhar,Madhar
4625,Pune,Purandhar,Dankavadi
4626,Pune,Purandhar,Davnevadi
4627,Pune,Purandhar,Pangare
4628,Pune,Purandhar,Pimpale
4629,Pune,Purandhar,Hargude
4630,Pune,Purandhar,Borhalvadi
4631,Pune,Purandhar,Kongarevadi
4632,Pune,Purandhar,Shindevadi
4633,Pune,Purandhar,Gherapurandhar
4634,Pune,Purandhar,Misalvadi
4635,Pune,Purandhar,Kaldari
4636,Pune,Purandhar,Chivevadi
4637,Pune,Purandhar,Bahirvadi
4638,Pune,Purandhar,Bandalvadi
4639,Pune,Sirur,Sirur(N.P.Hadda)
4640,Pune,Sirur,Sirur Gramin
4641,Pune,Sirur,Tardbachivadi
4642,Pune,Sirur,Kardelvadi
4643,Pune,Sirur,Sardvadi
4644,Pune,Sirur,Annapur
4645,Pune,Sirur,Golegoan
4646,Pune,Sirur,Koregoan
4647,Pune,Sirur,Babhulsar Kr
4648,Pune,Sirur,Aambale
4649,Pune,Sirur,Karde
4650,Pune,Sirur,Chavanvadi
4651,Pune,Sirur,Motevade
4652,Pune,Sirur,Nimone
4653,Pune,Sirur,Ranjangoan Ganpati
4654,Pune,Sirur,Karjavane
4655,Pune,Sirur,Bhabarde
4656,Pune,Sirur,Kasari
4657,Pune,Sirur,Takegoan Damdere
4658,Pune,Sirur,Vittalvadi
4659,Pune,Sirur,Takakibhima
4660,Pune,Sirur,Dhivadi
4661,Pune,Sirur,Parodi
4662,Pune,Sirur,Sansvadi
4663,Pune,Sirur,Dhanore
4664,Pune,Sirur,Drekarvadi
4665,Pune,Sirur,Koregoan Bhima
4666,Pune,Sirur,Digrajvadi
4667,Pune,Sirur,Navara
4668,Pune,Sirur,Aaltgoan Paga
4669,Pune,Sirur,Ranjangoan Sandas
4670,Pune,Sirur,Ural
4671,Pune,Sirur,Gunat
4672,Pune,Sirur,Shidodi
4673,Pune,Sirur,Chichani
4674,Pune,Sirur,Nirvi
4675,Pune,Sirur,Kolagoan Dolas
4676,Pune,Sirur,Vadgoan Rsai
4677,Pune,Sirur,Sadagoan
4678,Pune,Sirur,Madagvan Farata
4679,Pune,Sirur,Bhabulasar Br
4680,Pune,Sirur,Tandali
4681,Pune,Sirur,Ganegoan Dumala
4682,Pune,Sirur,Enamvadi
4683,Pune,Sirur,Pimpasuti
4684,Pune,Sirur,Sirsgoan Kata
4685,Pune,Sirur,Aandalgoan
4686,Pune,Sirur,Kuruli
4687,Pune,Sirur,Nagargoan
4688,Pune,Sirur,Pabal
4689,Pune,Sirur,Kendur
4690,Pune,Sirur,Damari
4691,Pune,Sirur,Kairenagar
4692,Pune,Sirur,Pimpale Khalasa
4693,Pune,Sirur,Hivare
4694,Pune,Sirur,Kanur Mesai
4695,Pune,Sirur,Kairevadi
4696,Pune,Sirur,Midagulvadi
4697,Pune,Sirur,Malathan
4698,Pune,Sirur,Lakhevadi
4699,Pune,Sirur,Kavate
4700,Pune,Sirur,Echakevadi
4701,Pune,Sirur,Munjalvadi
4702,Pune,Sirur,Kavindane
4703,Pune,Sirur,Varude
4704,Pune,Sirur,Shigadvadi
4705,Pune,Sirur,Chincholi
4706,Pune,Sirur,Shastabad
4707,Pune,Sirur,Nimgoan Bhogi
4708,Pune,Sirur,Sonesangvi
4709,Pune,Sirur,Ganegoan Khalsa
4710,Pune,Sirur,Burujvadi
4711,Pune,Sirur,Kandale
4712,Pune,Sirur,Pimparidumala
4713,Pune,Sirur,Vaghale
4714,Pune,Sirur,Kondhapuri
4715,Pune,Sirur,Vadhu Br
4716,Pune,Sirur,Aapti
